,zipcode,count,amusement arcade,amusement device permanent,amusement device portable,amusement device temporary,auction house premises,auctioneer,bingo game operator,booting company,cabaret,catering establishment,cigarette retail dealer,commercial lessor,dealer in products,debt collection agency,electronic & appliance service,electronics store,employment agency,games of chance,gaming cafe,garage,garage and parking lot,general vendor,general vendor distributor,home improvement contractor,home improvement salesperson,horse drawn cab owner,horse drawn driver,laundries,laundry,laundry jobber,locksmith,locksmith apprentice,motion picture projectionist,newsstand,parking lot,pawnbroker,pedicab business,pedicab driver,pool or billiard room,process server individual,process serving agency,scale dealer repairer,scrap metal processor,secondhand dealer - auto,secondhand dealer - firearms,secondhand dealer - general,sidewalk cafe,sightseeing bus,special sale,stoop line stand,storage warehouse,ticket seller,tow truck company,tow truck driver,tow truck exemption
111,10467,609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,3.0,0.0,16.0,46.0,0.0,0.0,0.0,8.0,0.0,30.0,0.0,90.0,86.0,0.0,4.0,0.0,27.0,5.0,20.0,0.0,2.0,1.0,7.0,9.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,57.0,1.0,0.0,0.0,34.0,0.0,38.0,1.0,23.0,0.0
112,10468,384,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,55.0,0.0,3.0,0.0,26.0,41.0,1.0,0.0,0.0,5.0,1.0,29.0,0.0,19.0,13.0,0.0,1.0,0.0,15.0,4.0,10.0,1.0,1.0,1.0,5.0,6.0,0.0,4.0,0.0,10.0,0.0,0.0,1.0,2.0,0.0,42.0,3.0,0.0,1.0,22.0,1.0,45.0,1.0,13.0,0.0
113,10469,509,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,50.0,0.0,3.0,1.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,130.0,116.0,0.0,0.0,1.0,17.0,5.0,25.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,26.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,23.0,4.0,24.0,0.0
114,10470,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,20.0,20.0,0.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,6.0,0.0
115,10471,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,21.0,28.0,0.0,3.0,0.0,2.0,4.0,11.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
116,10472,441,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,55.0,42.0,0.0,0.0,1.0,23.0,5.0,11.0,0.0,2.0,2.0,2.0,6.0,0.0,3.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,47.0,0.0,0.0,0.0,22.0,0.0,39.0,5.0,23.0,0.0
117,10473,240,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,29.0,28.0,0.0,0.0,0.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,14.0,7.0,43.0,0.0
118,10474,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,11.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,25.0,0.0,53.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,5.0,5.0
119,10475,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,10.0,0.0,11.0,0.0,16.0,9.0,0.0,0.0,0.0,1.0,4.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,8.0,2.0
120,11103,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,11104,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,11106,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,11201,426,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,3.0,16.0,33.0,5.0,0.0,0.0,35.0,2.0,5.0,0.0,54.0,39.0,0.0,1.0,0.0,12.0,21.0,9.0,0.0,2.0,7.0,10.0,3.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,55.0,16.0,0.0,1.0,12.0,0.0,3.0,0.0,1.0,0.0
124,11203,461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,0.0,4.0,0.0,11.0,22.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,76.0,72.0,0.0,0.0,2.0,26.0,5.0,13.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,60.0,1.0,0.0,0.0,15.0,0.0,10.0,12.0,19.0,1.0
125,11204,592,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,20.0,0.0,19.0,31.0,1.0,2.0,0.0,0.0,0.0,13.0,0.0,117.0,118.0,0.0,6.0,2.0,30.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,36.0,1.0,0.0,0.0,37.0,0.0,2.0,3.0,17.0,0.0
126,11205,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,4.0,0.0,1.0,10.0,0.0,0.0,0.0,4.0,1.0,8.0,0.0,35.0,27.0,0.0,0.0,0.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,11.0,10.0,0.0,0.0,7.0,1.0,8.0,6.0,3.0,0.0
127,11206,372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,0.0,6.0,0.0,10.0,27.0,1.0,1.0,0.0,2.0,0.0,15.0,0.0,41.0,29.0,0.0,0.0,1.0,19.0,4.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,51.0,3.0,0.0,0.0,12.0,0.0,13.0,2.0,30.0,0.0
128,11207,604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,5.0,1.0,20.0,29.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,80.0,53.0,0.0,0.0,1.0,33.0,7.0,10.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,21.0,0.0,95.0,0.0,0.0,0.0,14.0,0.0,13.0,8.0,32.0,2.0
129,11208,608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,1.0,0.0,20.0,32.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,105.0,93.0,0.0,0.0,0.0,35.0,5.0,8.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,10.0,0.0,70.0,0.0,0.0,0.0,17.0,0.0,33.0,12.0,30.0,0.0
130,11209,577,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,77.0,0.0,7.0,1.0,17.0,25.0,1.0,0.0,0.0,2.0,1.0,24.0,0.0,91.0,99.0,1.0,14.0,1.0,31.0,22.0,14.0,0.0,0.0,0.0,1.0,2.0,7.0,11.0,2.0,14.0,2.0,0.0,0.0,13.0,0.0,39.0,7.0,0.0,0.0,36.0,0.0,4.0,0.0,9.0,0.0
131,11210,355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,3.0,1.0,6.0,18.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,78.0,74.0,0.0,0.0,1.0,15.0,13.0,11.0,0.0,0.0,0.0,2.0,5.0,2.0,6.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,21.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,13.0,0.0
132,11211,433,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,108.0,0.0,6.0,0.0,12.0,16.0,0.0,1.0,0.0,9.0,0.0,10.0,0.0,43.0,34.0,0.0,0.0,2.0,21.0,12.0,12.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,42.0,33.0,0.0,0.0,29.0,0.0,1.0,6.0,16.0,0.0
133,11212,462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,6.0,0.0,16.0,53.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,45.0,29.0,0.0,2.0,0.0,28.0,9.0,16.0,0.0,2.0,0.0,1.0,6.0,2.0,4.0,0.0,8.0,0.0,0.0,2.0,5.0,0.0,62.0,0.0,0.0,0.0,13.0,0.0,24.0,4.0,10.0,0.0
134,11213,318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0,6.0,0.0,6.0,21.0,1.0,0.0,0.0,1.0,0.0,17.0,0.0,54.0,48.0,0.0,1.0,0.0,23.0,8.0,15.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,7.0,1.0,14.0,0.0
135,11214,875,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,15.0,0.0,28.0,40.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,196.0,193.0,0.0,5.0,2.0,32.0,9.0,27.0,0.0,1.0,0.0,1.0,0.0,7.0,40.0,0.0,15.0,0.0,0.0,1.0,5.0,0.0,40.0,0.0,0.0,0.0,55.0,0.0,7.0,2.0,28.0,0.0
136,11215,502,0.0,6.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,70.0,1.0,6.0,1.0,19.0,25.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,90.0,68.0,0.0,0.0,1.0,25.0,25.0,20.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,1.0,43.0,15.0,2.0,0.0,21.0,1.0,1.0,9.0,12.0,0.0
137,11216,344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,3.0,1.0,13.0,21.0,0.0,0.0,0.0,3.0,0.0,27.0,0.0,54.0,38.0,0.0,0.0,1.0,19.0,6.0,7.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,30.0,3.0,0.0,0.0,9.0,0.0,13.0,2.0,8.0,0.0
138,11217,270,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,0.0,3.0,0.0,8.0,15.0,0.0,0.0,0.0,10.0,1.0,8.0,0.0,32.0,30.0,0.0,0.0,1.0,12.0,14.0,10.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,29.0,17.0,0.0,0.0,8.0,0.0,1.0,2.0,3.0,0.0
139,11218,853,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,0.0,4.0,1.0,16.0,24.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,292.0,263.0,0.0,0.0,0.0,21.0,13.0,18.0,0.0,1.0,0.0,1.0,0.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,38.0,2.0,0.0,0.0,28.0,0.0,3.0,6.0,14.0,0.0
140,11219,568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,8.0,1.0,26.0,33.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,142.0,111.0,0.0,3.0,1.0,24.0,19.0,19.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,3.0,11.0,0.0,38.0,1.0,0.0,0.0,35.0,0.0,5.0,5.0,6.0,0.0
141,11220,783,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,16.0,0.0,43.0,76.0,3.0,0.0,12.0,1.0,0.0,19.0,0.0,119.0,83.0,0.0,7.0,0.0,63.0,9.0,18.0,0.0,1.0,0.0,2.0,3.0,6.0,12.0,1.0,6.0,0.0,0.0,2.0,11.0,0.0,70.0,0.0,0.0,0.0,89.0,0.0,3.0,6.0,15.0,0.0
142,11221,430,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98.0,0.0,4.0,0.0,17.0,30.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,52.0,43.0,0.0,0.0,1.0,24.0,5.0,24.0,1.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,42.0,1.0,0.0,0.0,7.0,0.0,10.0,0.0,15.0,0.0
143,11222,371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,0.0,1.0,0.0,7.0,19.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,83.0,52.0,0.0,0.0,0.0,22.0,10.0,6.0,0.0,0.0,0.0,5.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,10.0,4.0,0.0,29.0,14.0,0.0,1.0,13.0,0.0,0.0,5.0,14.0,1.0
144,11223,667,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,19.0,0.0,19.0,23.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,128.0,110.0,0.0,2.0,0.0,29.0,10.0,22.0,0.0,3.0,0.0,0.0,6.0,2.0,20.0,3.0,5.0,0.0,0.0,0.0,18.0,0.0,45.0,0.0,0.0,0.0,42.0,0.0,2.0,7.0,28.0,0.0
145,11224,317,3.0,55.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,27.0,0.0,4.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,38.0,39.0,0.0,0.0,2.0,3.0,2.0,15.0,0.0,2.0,0.0,9.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,41.0,1.0,0.0,0.0,5.0,0.0,3.0,11.0,12.0,0.0
146,11225,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,0.0,1.0,0.0,6.0,14.0,0.0,0.0,0.0,2.0,0.0,11.0,1.0,35.0,26.0,0.0,0.0,1.0,24.0,7.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,0.0,11.0,0.0,15.0,0.0,8.0,0.0
147,11226,611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,91.0,0.0,5.0,0.0,19.0,49.0,1.0,0.0,0.0,0.0,2.0,37.0,0.0,85.0,83.0,0.0,2.0,3.0,39.0,11.0,12.0,0.0,7.0,0.0,1.0,10.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,74.0,0.0,0.0,0.0,36.0,0.0,17.0,0.0,10.0,0.0
148,11228,346,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,89.0,107.0,0.0,2.0,1.0,17.0,9.0,15.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,11.0,0.0
149,11229,646,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,36.0,2.0,22.0,31.0,3.0,0.0,0.0,1.0,0.0,16.0,0.0,104.0,103.0,0.0,2.0,0.0,21.0,14.0,33.0,0.0,2.0,0.0,0.0,0.0,22.0,69.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,47.0,0.0,1.0,0.0,17.0,0.0
150,11230,626,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,9.0,0.0,16.0,18.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,153.0,133.0,0.0,5.0,0.0,20.0,22.0,29.0,1.0,2.0,0.0,0.0,0.0,6.0,39.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,33.0,1.0,0.0,0.0,40.0,0.0,3.0,3.0,9.0,1.0
151,11231,294,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,78.0,59.0,0.0,0.0,0.0,13.0,11.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,13.0,12.0,0.0,0.0,13.0,0.0,0.0,8.0,11.0,1.0
152,11232,314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,43.0,0.0,1.0,0.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,79.0,47.0,0.0,2.0,0.0,13.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,45.0,0.0,0.0,0.0,16.0,1.0,3.0,7.0,11.0,1.0
153,11233,292,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.0,0.0,2.0,1.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,34.0,26.0,0.0,1.0,0.0,19.0,2.0,9.0,0.0,3.0,1.0,1.0,0.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,2.0,0.0,20.0,5.0,11.0,0.0
154,11234,747,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,58.0,0.0,7.0,1.0,21.0,33.0,0.0,3.0,0.0,1.0,0.0,8.0,0.0,191.0,189.0,0.0,0.0,1.0,25.0,13.0,42.0,0.0,5.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,21.0,0.0,51.0,1.0,0.0,0.0,3.0,0.0,9.0,6.0,40.0,2.0
155,11235,728,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,0.0,26.0,0.0,30.0,41.0,4.0,0.0,0.0,3.0,0.0,9.0,0.0,140.0,146.0,0.0,3.0,1.0,17.0,10.0,25.0,0.0,0.0,2.0,0.0,2.0,15.0,58.0,1.0,4.0,1.0,0.0,0.0,8.0,0.0,46.0,7.0,0.0,0.0,49.0,0.0,3.0,1.0,6.0,0.0
156,11236,491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,4.0,0.0,11.0,22.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,93.0,72.0,0.0,0.0,0.0,30.0,7.0,23.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,8.0,0.0,0.0,5.0,14.0,0.0,46.0,0.0,0.0,0.0,5.0,1.0,19.0,7.0,35.0,2.0
157,11237,362,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,0.0,1.0,0.0,21.0,38.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,43.0,33.0,0.0,0.0,0.0,27.0,7.0,7.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,39.0,5.0,0.0,0.0,21.0,0.0,2.0,4.0,8.0,0.0
158,11238,342,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,61.0,0.0,2.0,0.0,4.0,8.0,1.0,1.0,0.0,9.0,1.0,17.0,0.0,57.0,59.0,0.0,0.0,0.0,14.0,14.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,28.0,7.0,0.0,0.0,8.0,0.0,9.0,2.0,3.0,0.0
159,11239,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
160,11249,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,6.0,6.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,19.0,10.0,0.0,0.0,1.0,3.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0
161,11372,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,11374,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,11375,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,11377,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,11378,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,11415,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,11429,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,11435,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
